client_name,policy_number,policy_status,policy_start_date,policy_end_date,product_group,account_exe_id,exe_name,branch_name,solution_group,income_class,amount,income_due_date,revenue_transaction_type,renewal_status,lapse_reason,last_updated_date,lapse_reason_clean,opportunity_name,opportunity_id,account_executive,premium_amount,revenue_amount,closing_date,stage,branch,specialty,product_sub_group,risk_details,invoice_number,invoice_date,global_attendees,meeting_date,employee_name,new_role2,new_budget,cross_sell_bugdet,renewal_budget
ABC,0830016972Â 01,Inactive,01-03-2018,28-02-2019,Marine,1,Vinay,Ahmedabad,Marine,Renewal,57539.3,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,Sandesh - Marine,OPP1900001055,Vinay,0,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Marine,Marine Hull,Charterers' Liability Policy,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,0830016972Â 01,Inactive,01-03-2018,28-02-2019,Marine,1,Vinay,Ahmedabad,Marine,Renewal,57539.3,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,Sandesh - Marine,OPP1900001055,Vinay,0,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Marine,Marine Hull,Charterers' Liability Policy,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,0830016972Â 01,Inactive,01-03-2018,28-02-2019,Marine,1,Vinay,Ahmedabad,Marine,Renewal,57539.3,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,Sandesh - Marine,OPP1900001055,Vinay,0,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Marine,Marine Hull,Charterers' Liability Policy,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12063453,Active,14-12-2018,13-12-2019,Fire,1,Vinay,Ahmedabad,Property / BI,Renewal,212357.74,14-12-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,,,,,,,,,,,,,,,,,,,,
ABC,1.21E+19,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,1.21E+19,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,1.21E+19,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,1.21E+19,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,1.21E+19,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/17/00000005 ,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/17/00000005 ,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/17/00000005 ,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/17/00000005 ,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/17/00000005 ,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/30/00000014,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/30/00000014,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/30/00000014,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/30/00000014,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,121400/36/17/30/00000014,Inactive,01-03-2018,28-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036180800000001,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036180800000001,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036180800000001,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036180800000001,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036180800000001,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,31250,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036181700000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036181700000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036181700000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036181700000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036181700000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Renewal,43750,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036183000000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036183000000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036183000000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036183000000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'12140036183000000021,Active,01-03-2019,29-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,75000,01-03-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2302003268,Inactive,11-02-2018,10-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,23125,11-02-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2302003268,Inactive,11-02-2018,10-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,23125,11-02-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2302003268,Inactive,11-02-2018,10-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,23125,11-02-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2302003268,Inactive,11-02-2018,10-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,23125,11-02-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2302003268,Inactive,11-02-2018,10-02-2019,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,23125,11-02-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'2302003268,Active,11-02-2019,10-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,21875,11-02-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'2302003268,Active,11-02-2019,10-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,21875,11-02-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'2302003268,Active,11-02-2019,10-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,21875,11-02-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'2302003268,Active,11-02-2019,10-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,21875,11-02-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,'2302003268,Active,11-02-2019,10-02-2020,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,21875,11-02-2019,Brokerage,Renewal,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2309003346,Active,20-08-2018,19-08-2024,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,47500,20-08-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2309003346,Active,20-08-2018,19-08-2024,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,47500,20-08-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2309003346,Active,20-08-2018,19-08-2024,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,47500,20-08-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2309003346,Active,20-08-2018,19-08-2024,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,47500,20-08-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2309003346,Active,20-08-2018,19-08-2024,Liability,1,Vinay,Ahmedabad,Liability,Cross Sell,47500,20-08-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-CGL,OPP1900001052,Vinay,0,100000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Commercial General Liability,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2690000349,Active,31-12-2017,30-12-2018,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,7632.55,31-12-2017,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2690000349,Active,31-12-2017,30-12-2018,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,7632.55,31-12-2017,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2690000349,Active,31-12-2017,30-12-2018,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,7632.55,31-12-2017,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2690000349,Active,31-12-2017,30-12-2018,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,7632.55,31-12-2017,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2690000349,Active,31-12-2017,30-12-2018,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,7632.55,31-12-2017,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,55020309,Active,14-12-2018,13-12-2019,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,2563.13,14-12-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Sophia Garcia,02-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,55020309,Active,14-12-2018,13-12-2019,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,2563.13,14-12-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,James Miller,03-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,55020309,Active,14-12-2018,13-12-2019,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,2563.13,14-12-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Mia Rodriguez,06-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,55020309,Active,14-12-2018,13-12-2019,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,2563.13,14-12-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Benjamin Anderson,07-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,55020309,Active,14-12-2018,13-12-2019,Miscellaneous,1,Vinay,Ahmedabad,Property / BI,Renewal,2563.13,14-12-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,PIL-Credit Insurance,OPP1900001051,Vinay,1200000,100000,31-03-2020,Qualify Opportunity,Ahmedabad,Trade Credit &amp; Political Risk,Miscellaneous,Trade Credit Insurance,,,Charlotte Taylor,08-01-2020,Vinay,Hunter & Farmer,12788092,250000,1500000
ABC,2018-F0513845-BSS,Inactive,23-06-2018,22-06-2019,Miscellaneous,12,Shivani Sharma,Ahmedabad,Global Client Network (GNB Inward),Renewal,8269.74,23-06-2018,Brokerage,Endorsement,OTHR - Other,22-01-2020,Other,,,,,,,,,,,,,,,,,,,,
ABC,2018-F0513845-BSS,Inactive,23-06-2018,22-06-2019,Miscellaneous,12,Shivani Sharma,Ahmedabad,Global Client Network (GNB Inward),Renewal,5891,04-02-2019,Brokerage ,Endorsement,OTHR - Other,22-01-2020,Other,,,,,,,,,,,,,,,,,,,,
ABC,2018-L0116737-FWC,Inactive,23-06-2018,22-06-2019,Liability,12,Shivani Sharma,Ahmedabad,Global Client Network (GNB Inward),Renewal,2720.25,23-06-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,DB- Cyber Liability,OPP1900001138,Shivani Sharma,500000,75000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Cyber Liability Insurance,,,Madison Robinson,21-01-2020,,,,,
ABC,2018-L0116737-FWC,Inactive,23-06-2018,22-06-2019,Liability,12,Shivani Sharma,Ahmedabad,Global Client Network (GNB Inward),Renewal,2720.25,23-06-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,DB- Cyber Liability,OPP1900001138,Shivani Sharma,500000,75000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Cyber Liability Insurance,,,David Hall,21-01-2020,,,,,
ABC,2018-L0116737-FWC,Inactive,23-06-2018,22-06-2019,Liability,12,Shivani Sharma,Ahmedabad,Global Client Network (GNB Inward),Renewal,2720.25,23-06-2018,Brokerage,Inception,OTHR - Other,22-01-2020,Other,DB- Cyber Liability,OPP1900001138,Shivani Sharma,500000,75000,31-05-2020,Qualify Opportunity,Ahmedabad,Liability,Financial Lines,Cyber Liability Insurance,,,Lily Young,21-01-2020,,,,,
